NULL,2019-01-30,00:24:01
NULL,2019-01-30,00:25:01
NULL,2019-01-30,00:26:01
NULL,2019-01-30,00:27:01
NULL,2019-01-30,00:28:01
NULL,2019-01-30,00:29:01
NULL,2019-01-30,00:30:01
NULL,2019-01-30,00:31:01
NULL,2019-01-30,00:32:01
NULL,2019-01-30,00:33:01
NULL,2019-01-30,00:34:01
NULL,2019-01-30,00:35:01
NULL,2019-01-30,00:36:01
NULL,2019-01-30,00:37:01
NULL,2019-01-30,00:38:01
NULL,2019-01-30,00:39:02
NULL,2019-01-30,00:40:01
NULL,2019-01-30,00:41:01
NULL,2019-01-30,00:42:01
NULL,2019-01-30,00:43:01
NULL,2019-01-30,00:44:01
NULL,2019-01-30,00:45:01
NULL,2019-01-30,00:46:01
NULL,2019-01-30,00:47:01
NULL,2019-01-30,00:48:01
NULL,2019-01-30,00:49:01
NULL,2019-01-30,00:50:01
NULL,2019-01-30,00:51:01
NULL,2019-01-30,00:52:01
NULL,2019-01-30,00:53:01
NULL,2019-01-30,00:54:02
NULL,2019-01-30,00:55:01
NULL,2019-01-30,00:56:01
NULL,2019-01-30,00:57:01
NULL,2019-01-30,00:58:01
NULL,2019-01-30,00:59:01
NULL,2019-01-30,01:00:01
NULL,2019-01-30,01:01:01
NULL,2019-01-30,01:02:01
NULL,2019-01-30,01:03:01
NULL,2019-01-30,01:04:01
NULL,2019-01-30,01:05:01
NULL,2019-01-30,01:06:01
NULL,2019-01-30,01:07:01
NULL,2019-01-30,01:08:01
NULL,2019-01-30,01:09:01
NULL,2019-01-30,01:10:02
NULL,2019-01-30,01:11:01
NULL,2019-01-30,01:12:01
NULL,2019-01-30,01:13:01
NULL,2019-01-30,01:14:01
NULL,2019-01-30,01:15:01
NULL,2019-01-30,01:16:01
NULL,2019-01-30,01:17:01
NULL,2019-01-30,01:18:01
NULL,2019-01-30,01:19:01
NULL,2019-01-30,01:20:01
NULL,2019-01-30,01:21:01
NULL,2019-01-30,01:22:01
NULL,2019-01-30,01:23:01
NULL,2019-01-30,01:24:01
NULL,2019-01-30,01:25:01
NULL,2019-01-30,01:26:01
NULL,2019-01-30,01:27:02
NULL,2019-01-30,01:28:01
NULL,2019-01-30,01:29:01
NULL,2019-01-30,01:30:01
NULL,2019-01-30,01:31:01
NULL,2019-01-30,01:32:01
NULL,2019-01-30,01:33:01
NULL,2019-01-30,01:34:01
NULL,2019-01-30,01:35:01
NULL,2019-01-30,01:36:01
NULL,2019-01-30,01:37:01
NULL,2019-01-30,01:38:01
NULL,2019-01-30,01:39:01
NULL,2019-01-30,01:40:01
NULL,2019-01-30,01:41:01
NULL,2019-01-30,01:42:02
NULL,2019-01-30,01:43:01
NULL,2019-01-30,01:44:01
NULL,2019-01-30,01:45:01
NULL,2019-01-30,01:46:01
NULL,2019-01-30,01:47:01
NULL,2019-01-30,01:48:01
NULL,2019-01-30,01:49:01
NULL,2019-01-30,01:50:01
NULL,2019-01-30,01:51:01
NULL,2019-01-30,01:52:01
NULL,2019-01-30,01:53:01
NULL,2019-01-30,01:54:01
NULL,2019-01-30,01:55:01
NULL,2019-01-30,01:56:01
NULL,2019-01-30,01:57:01
NULL,2019-01-30,01:58:01
NULL,2019-01-30,01:59:01
NULL,2019-01-30,02:00:01
NULL,2019-01-30,02:01:01
NULL,2019-01-30,02:02:01
NULL,2019-01-30,02:03:01
NULL,2019-01-30,02:04:01
NULL,2019-01-30,02:05:01
NULL,2019-01-30,02:06:01
NULL,2019-01-30,02:07:01
NULL,2019-01-30,02:08:01
NULL,2019-01-30,02:09:01
NULL,2019-01-30,02:10:01
NULL,2019-01-30,02:11:01
NULL,2019-01-30,02:12:01
NULL,2019-01-30,02:13:01
NULL,2019-01-30,02:14:01
NULL,2019-01-30,02:15:02
NULL,2019-01-30,02:16:01
NULL,2019-01-30,02:17:01
NULL,2019-01-30,02:18:01
NULL,2019-01-30,02:19:01
NULL,2019-01-30,02:20:01
NULL,2019-01-30,02:21:01
NULL,2019-01-30,02:22:01
NULL,2019-01-30,02:23:01
NULL,2019-01-30,02:24:01
NULL,2019-01-30,02:25:01
NULL,2019-01-30,02:26:01
NULL,2019-01-30,02:27:01
NULL,2019-01-30,02:28:01
NULL,2019-01-30,02:29:01
NULL,2019-01-30,02:30:01
NULL,2019-01-30,02:31:01
NULL,2019-01-30,02:32:01
NULL,2019-01-30,02:33:01
NULL,2019-01-30,02:34:01
NULL,2019-01-30,02:35:01
NULL,2019-01-30,02:36:01
NULL,2019-01-30,02:37:01
NULL,2019-01-30,02:38:01
NULL,2019-01-30,02:39:01
NULL,2019-01-30,02:40:01
NULL,2019-01-30,02:41:01
NULL,2019-01-30,02:42:01
NULL,2019-01-30,02:43:01
NULL,2019-01-30,02:44:01
NULL,2019-01-30,02:45:01
NULL,2019-01-30,02:46:01
NULL,2019-01-30,02:47:01
NULL,2019-01-30,02:48:02
NULL,2019-01-30,02:49:01
NULL,2019-01-30,02:50:01
NULL,2019-01-30,02:51:01
NULL,2019-01-30,02:52:01
NULL,2019-01-30,02:53:01
NULL,2019-01-30,02:54:01
NULL,2019-01-30,02:55:01
NULL,2019-01-30,02:56:01
NULL,2019-01-30,02:57:01
NULL,2019-01-30,02:58:01
NULL,2019-01-30,02:59:01
NULL,2019-01-30,03:00:01
NULL,2019-01-30,03:01:01
NULL,2019-01-30,03:02:01
NULL,2019-01-30,03:03:01
NULL,2019-01-30,03:04:01
NULL,2019-01-30,03:05:02
NULL,2019-01-30,03:06:01
NULL,2019-01-30,03:07:01
NULL,2019-01-30,03:08:01
NULL,2019-01-30,03:09:01
NULL,2019-01-30,03:10:01
NULL,2019-01-30,03:11:01
NULL,2019-01-30,03:12:01
NULL,2019-01-30,03:13:01
NULL,2019-01-30,03:14:01
NULL,2019-01-30,03:15:01
NULL,2019-01-30,03:16:01
NULL,2019-01-30,03:17:01
NULL,2019-01-30,03:18:01
NULL,2019-01-30,03:19:01
NULL,2019-01-30,03:20:02
NULL,2019-01-30,03:21:01
NULL,2019-01-30,03:22:01
NULL,2019-01-30,03:23:01
NULL,2019-01-30,03:24:01
NULL,2019-01-30,03:25:01
NULL,2019-01-30,03:26:01
NULL,2019-01-30,03:27:01
NULL,2019-01-30,03:28:01
NULL,2019-01-30,03:29:01
NULL,2019-01-30,03:30:01
NULL,2019-01-30,03:31:01
NULL,2019-01-30,03:32:01
NULL,2019-01-30,03:33:01
NULL,2019-01-30,03:34:01
NULL,2019-01-30,03:35:01
NULL,2019-01-30,03:36:01
NULL,2019-01-30,03:37:02
NULL,2019-01-30,03:38:01
NULL,2019-01-30,03:39:01
NULL,2019-01-30,03:40:01
NULL,2019-01-30,03:41:01
NULL,2019-01-30,03:42:01
NULL,2019-01-30,03:43:01
NULL,2019-01-30,03:44:01
NULL,2019-01-30,03:45:01
NULL,2019-01-30,03:46:01
NULL,2019-01-30,03:47:01
NULL,2019-01-30,03:48:01
NULL,2019-01-30,03:49:01
NULL,2019-01-30,03:50:01
NULL,2019-01-30,03:51:01
NULL,2019-01-30,03:52:01
NULL,2019-01-30,03:53:02
NULL,2019-01-30,03:54:01
NULL,2019-01-30,03:55:01
NULL,2019-01-30,03:56:01
NULL,2019-01-30,03:57:01
NULL,2019-01-30,03:58:01
NULL,2019-01-30,03:59:01
NULL,2019-01-30,04:00:01
NULL,2019-01-30,04:01:01
NULL,2019-01-30,04:02:01
NULL,2019-01-30,04:03:01
NULL,2019-01-30,04:04:01
NULL,2019-01-30,04:05:01
NULL,2019-01-30,04:06:01
NULL,2019-01-30,04:07:01
NULL,2019-01-30,04:08:01
NULL,2019-01-30,04:09:01
NULL,2019-01-30,04:10:01
NULL,2019-01-30,04:11:01
NULL,2019-01-30,04:12:01
NULL,2019-01-30,04:13:01
NULL,2019-01-30,04:14:01
NULL,2019-01-30,04:15:01
NULL,2019-01-30,04:16:01
NULL,2019-01-30,04:17:01
NULL,2019-01-30,04:18:01
NULL,2019-01-30,04:19:01
NULL,2019-01-30,04:20:01
NULL,2019-01-30,04:21:01
NULL,2019-01-30,04:22:01
NULL,2019-01-30,04:23:01
NULL,2019-01-30,04:24:01
NULL,2019-01-30,04:25:01
NULL,2019-01-30,04:26:01
NULL,2019-01-30,04:27:01
NULL,2019-01-30,04:28:01
NULL,2019-01-30,04:29:01
NULL,2019-01-30,04:30:01
NULL,2019-01-30,04:31:01
NULL,2019-01-30,04:32:01
NULL,2019-01-30,04:33:01
NULL,2019-01-30,04:34:01
NULL,2019-01-30,04:35:01
NULL,2019-01-30,04:36:01
NULL,2019-01-30,04:37:01
NULL,2019-01-30,04:38:01
NULL,2019-01-30,04:39:01
NULL,2019-01-30,04:40:01
NULL,2019-01-30,04:41:02
NULL,2019-01-30,04:42:01
NULL,2019-01-30,04:43:01
NULL,2019-01-30,04:44:01
NULL,2019-01-30,04:45:01
NULL,2019-01-30,04:46:01
NULL,2019-01-30,04:47:01
NULL,2019-01-30,04:48:01
